YEAR,NAME,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC/R,xYAC/R,plusMinus
2022,Darius Slayton,NYG,WR,6.7,2.5,12.3,27.93,46,71,64.79,724,2,5.9,4.5,1.5
2022,DeAndre Hopkins,AZ,WR,6.9,2.8,9.9,21.88,64,96,66.67,717,3,2.9,2.9,0
2022,Adam Thielen,MIN,WR,6.1,2.7,10.1,22.25,70,107,65.42,716,6,2.2,3.1,-0.9
2022,Marquise Brown,AZ,WR,6.8,3.3,10.9,26.87,67,107,62.62,709,3,3.8,3.8,0
2022,Dallas Goedert,PHI,TE,6.2,3.7,5.9,9.33,55,69,79.71,702,3,7.9,6.4,1.5
2022,Brandin Cooks,HOU,WR,7,2.9,10.9,24.35,57,93,61.29,699,3,3.9,4.5,-0.6
2022,Mack Hollins,LV,WR,6.6,3,12.7,22.83,57,94,60.64,690,4,3.5,3.1,0.4
2022,Marquez Valdes-Scantling,KC,WR,6.4,2.8,13.9,24.76,42,81,51.85,687,2,3.4,4.4,-1
2022,Curtis Samuel,WAS,WR,6.7,3.5,7,14.4,64,92,69.57,656,4,4.7,3.8,0.8
2022,K.J. Osborn,MIN,WR,6.2,3.4,8.3,15.34,60,90,66.67,650,5,5.2,4.4,0.8
2022,Deebo Samuel,SF,WR,6.7,3.6,4.3,11.83,56,94,59.57,632,2,9,6.4,2.6
2022,David Njoku,CLE,TE,5.2,3.1,6.8,12.44,58,80,72.5,628,4,6,4.9,1.1
2022,Parris Campbell,IND,WR,6.5,3.5,6.4,15.12,63,91,69.23,623,3,4.5,4,0.5
2022,Tyler Higbee,LAR,TE,5.7,3.5,3.1,9.19,72,108,66.67,620,3,5.7,5.5,0.2
2022,Kalif Raymond,DET,WR,7.1,3.1,9.7,15.46,47,64,73.44,616,0,5,5.8,-0.9
2022,Christian Watson,GB,WR,6.1,2.9,14,21.34,41,66,62.12,611,7,6.8,5.3,1.5
2022,Alec Pierce,IND,WR,6.1,1.9,12.1,24.39,41,78,52.56,593,2,2.8,2.5,0.3
2022,Dalton Schultz,DAL,TE,6.1,2.9,7.3,14.27,57,89,64.04,577,5,3.9,3.5,0.4
2022,Richie James,NYG,WR,6.7,3.2,7.2,16.08,57,70,81.43,569,4,3.3,4.1,-0.8
2022,Noah Brown,DAL,WR,6.8,2.4,11.3,18.48,43,74,58.11,555,3,3,2.8,0.3
2022,Gerald Everett,LAC,TE,5.8,3.3,6,11.52,58,87,66.67,555,4,5.8,5.3,0.5
2022,Tyler Conklin,NYJ,TE,4.8,4.2,7.3,12.81,58,87,66.67,552,3,5.1,4.7,0.3
2022,Chris Moore,HOU,WR,6.1,3,9.3,16.49,48,74,64.86,548,2,5.7,4.1,1.6
2022,Cole Kmet,CHI,TE,5.7,4.4,6.6,14.11,50,69,72.46,544,7,6.2,6.3,-0.1
2022,DeVante Parker,NE,WR,4.2,1.7,15.7,18.66,31,47,65.96,539,3,4.1,2.8,1.3
2022,DeAndre Carter,LAC,WR,6.8,3.3,8.7,12.49,46,65,70.77,538,3,5.2,4.9,0.4
2022,Corey Davis,NYJ,WR,6.7,2.3,13.8,17.93,32,64,50,536,2,3.9,2.8,1.1
2022,Olamide Zaccheaus,ATL,WR,6.7,3.3,11.4,18.01,40,61,65.57,533,3,5,4.4,0.7
2022,Marvin Jones,JAX,WR,5.9,2.1,13.5,25.78,46,81,56.79,529,3,2.3,2.5,-0.2
2022,Robert Woods,TEN,WR,6.9,2.8,8.7,22.85,53,91,58.24,527,2,3,2.9,0.1
2022,Jahan Dotson,WAS,WR,6,2.8,14.7,20.03,35,61,57.38,523,7,4.3,3.7,0.6
2022,Dawson Knox,BUF,TE,5.5,4.3,7.9,9.94,48,65,73.85,517,6,4.4,4.1,0.4
2022,Hunter Henry,NE,TE,5.7,3.9,7.7,11.47,41,59,69.49,509,2,5.3,5.3,0
2022,Juwan Johnson,NO,TE,5.6,2.6,9.2,13.72,42,65,64.62,508,7,4.3,3.2,1.1
2022,D.J. Chark,DET,WR,5.5,2.2,15.4,19.86,30,52,57.69,502,3,4.7,3.9,0.8
2022,Jordan Akins,HOU,TE,5.8,3.2,6.6,8.55,37,54,68.52,495,5,7.6,6,1.6
2022,Darnell Mooney,CHI,WR,6.5,3.6,11.7,22.01,40,61,65.57,493,2,4.5,4.5,0.1
2022,Terrace Marshall,CAR,WR,5.1,2.6,12.5,18.28,28,47,59.57,490,1,5.7,4.5,1.2
2022,Noah Fant,SEA,TE,7.1,3.9,6.7,9.64,50,63,79.37,486,4,4.7,4.6,0.1
2022,Nico Collins,HOU,WR,5.9,2.9,11.9,18.81,37,66,56.06,481,2,4.2,3.8,0.3
2022,Josh Reynolds,DET,WR,6.9,2.8,12.7,18.55,38,59,64.41,479,3,3.1,3,0.1
2022,Robert Tonyan,GB,TE,6.5,4.4,6.1,9.4,53,67,79.1,470,2,4.7,5.7,-0.9
2022,Greg Dortch,AZ,WR,7.3,4.2,4.4,6.54,52,64,81.25,467,2,6.1,4.9,1.1
2022,Demarcus Robinson,BAL,WR,7,3,9.3,17.53,48,75,64,458,2,3.3,3.1,0.3
2022,Chase Claypool,CHI,WR,5.6,2.8,10.4,25.35,46,79,58.23,457,1,3.1,3.3,-0.1
2022,Chigoziem Okonkwo,TEN,TE,6.5,3,7.8,10.45,32,46,69.57,450,3,8.1,5.1,3
2022,Elijah Moore,NYJ,WR,6.1,3.1,12,15.82,37,65,56.92,450,1,2.8,3.1,-0.3
2022,Treylon Burks,TEN,WR,7.1,3.1,11.3,17.63,33,54,61.11,444,1,5.4,4.3,1.1
2022,Austin Hooper,TEN,TE,5.9,2.7,8,13.92,41,60,68.33,444,2,3.4,3.2,0.2
2022,Kendrick Bourne,NE,WR,7,3.4,10,12.16,35,48,72.92,434,1,4.2,3.6,0.6
2022,Russell Gage,TB,WR,7,3.3,5.9,8.18,51,70,72.86,426,5,3.5,4,-0.5
2022,Romeo Doubs,GB,WR,6.4,3.3,9.2,14.34,42,67,62.69,425,3,4.8,4.7,0.1
2022,Michael Gallup,DAL,WR,6.1,2.4,11.7,19.13,39,74,52.7,424,4,3,3,0
2022,Isaiah McKenzie,BUF,WR,4.9,3.3,8.4,10.57,42,65,64.62,423,4,3.3,3.6,-0.3
2022,Foster Moreau,LV,TE,5.4,3.4,7.8,8.07,33,54,61.11,420,2,7.6,6.3,1.3
2022,Randall Cobb,GB,WR,6,2.9,9.7,11.23,34,50,68,417,1,5.5,4.1,1.4
2022,Trent Sherfield,MIA,WR,5.9,2.9,10.5,10.37,30,51,58.82,417,2,5.1,3.1,2.1
2022,Jauan Jennings,SF,WR,6.2,3.5,8.3,13.46,35,56,62.5,416,1,5.1,3.9,1.2
2022,Rondale Moore,AZ,WR,7.5,3.8,5.3,6.78,41,56,73.21,414,1,7.1,5.4,1.8
2022,Hayden Hurst,CIN,TE,6,3.9,5,8.02,52,68,76.47,414,2,3.8,3.9,-0.1
2022,Greg Dulcich,DEN,TE,6.5,3.5,11.5,13.37,33,55,60,411,2,4.9,4.6,0.3
2022,Devin Duvernay,BAL,WR,7.1,3.4,9.9,12.29,37,49,75.51,407,3,4.7,4.4,0.3
2022,Zach Ertz,AZ,TE,5.1,3,7.8,12.3,47,69,68.12,406,4,3,3.3,-0.4
2022,Nick Westbrook-Ikhine,TEN,WR,5.5,2.3,13.4,19.47,25,50,50,397,3,4.9,4.4,0.5
2022,Isaiah Hodgins,NYG,WR,6.7,2.8,9.1,13.91,37,48,77.08,392,4,2.9,2.8,0.1
2022,Cade Otton,TB,TE,6.2,3.2,5.7,7.26,42,65,64.62,391,2,4.6,4.1,0.5
2022,Ben Skowronek,LAR,WR,7.2,3.4,7.5,12.59,39,61,63.93,376,0,4,4.1,-0.1
2022,Isaiah Likely,BAL,TE,6.5,3.2,7.1,10.72,36,60,60,373,3,4.5,4,0.4
2022,Mike Gesicki,MIA,TE,6.2,3.1,9.8,9.88,32,52,61.54,362,5,3.4,4.2,-0.7
2022,Nelson Agholor,NE,WR,6.1,3.4,11.7,15.75,31,53,58.49,362,2,5.1,4.1,0.9
2022,Kyle Pitts,ATL,TE,7,2.9,13.2,20.04,28,59,47.46,356,2,5,4.4,0.6
2022,Quez Watkins,PHI,WR,7,3.6,9.4,11.14,33,51,64.71,354,3,4.7,6.2,-1.5
2022,Allen Robinson,LAR,WR,4.8,2.1,9.5,13.54,33,52,63.46,339,3,2.6,3,-0.4
2022,Hunter Renfrow,LV,WR,6.2,3.1,6.5,6.23,36,50,72,330,2,4.2,4.2,-0.1
2022,Logan Thomas,WAS,TE,5.4,3.7,7,9.51,39,61,63.93,323,1,3.3,3.4,-0.1
2022,Tyquan Thornton,NE,WR,5.9,3.1,14,15.96,22,45,48.89,247,2,3.3,4.4,-1.1
2022,A.J. Green,AZ,WR,6.2,2.3,11.1,12.01,24,47,51.06,236,2,2.5,1.8,0.8
2021,Cooper Kupp,NFC,WR,6.6,3.6,8.4,31.31,145,191,75.92,1947,16,6.2,4.8,1.3
2021,Justin Jefferson,NFC,WR,5.7,3,12.3,45.31,108,167,64.67,1616,10,4.7,4,0.8
2021,Davante Adams,NFC,WR,5.3,3,9.1,35.23,123,169,72.78,1553,11,5.4,4.8,0.6
2021,Ja'Marr Chase,AFC,WR,5,2.4,12.8,37.48,81,128,63.28,1455,13,8.3,3.9,4.4
2021,Deebo Samuel,NFC,WR,6.7,3.3,8.7,26.61,77,121,63.64,1397,6,10.4,5.2,5.2
2021,Mark Andrews,AFC,TE,6.4,3.1,10.5,30.45,107,153,69.93,1361,9,4.5,3.9,0.6
2021,Tyreek Hill,KC,WR,6.1,3.6,10.4,35.5,111,159,69.81,1239,9,4.1,3.8,0.3
2021,Stefon Diggs,BUF,WR,5.1,2.7,11.6,35.39,103,164,62.8,1225,10,3.3,3.1,0.2
2021,Tyler Lockett,SEA,WR,7,3.2,14.9,35.58,73,107,68.22,1175,8,4.2,3.9,0.2
2021,Diontae Johnson,AFC,WR,4.6,3.2,8.4,32.48,107,169,63.31,1161,8,5.1,5.1,0
2021,D.J. Moore,CAR,WR,5.6,2.7,10.6,40.03,93,163,57.06,1157,4,5,4.6,0.4
2021,Mike Williams,LAC,WR,5.3,2.5,11.6,29.62,76,129,58.91,1146,9,5.9,4.4,1.4
2021,Keenan Allen,AFC,WR,6,3.2,8.5,26.6,106,157,67.52,1138,6,3.4,3.8,-0.4
2021,Travis Kelce,AFC,TE,5.5,3.3,7.2,20.57,92,134,68.66,1125,9,6.4,4.8,1.6
2021,Chris Godwin,TB,WR,6.3,3.3,7.3,16.24,98,127,77.17,1103,5,6.3,5.4,0.9
2021,CeeDee Lamb,DAL,WR,6.3,3.1,10.6,24.84,79,120,65.83,1102,6,5.7,3.6,2
2021,Tee Higgins,CIN,WR,6,2.3,12.1,30.47,74,110,67.27,1091,6,4,2.9,1.1
2021,Michael Pittman,IND,WR,6.3,2.8,9.7,31.28,88,129,68.22,1082,6,4.1,3.8,0.3
2021,Darnell Mooney,CHI,WR,7.1,2.9,11.3,36.43,81,140,57.86,1055,4,5.1,4.1,1
2021,Terry McLaurin,WAS,WR,5.6,2.4,13.4,41.67,77,130,59.23,1053,5,4.1,3.3,0.9
2021,Hunter Renfrow,LV,WR,6.6,3.4,6.5,17.22,103,128,80.47,1038,9,4.6,4.6,0
2021,Mike Evans,NFC,WR,4.9,2.7,13.1,26.16,74,114,64.91,1035,14,3.6,3.6,-0.1
2021,Brandin Cooks,HOU,WR,6.4,3.3,10.6,36.75,90,134,67.16,1028,6,3.9,3.6,0.3
2021,Kyle Pitts,NFC,TE,5.9,2.3,10.5,28.53,68,110,61.82,1026,1,5.2,3.8,1.5
2021,Jaylen Waddle,MIA,WR,6.5,3.3,6.8,21.99,104,140,74.29,1015,6,4.6,4.2,0.3
2021,Marquise Brown,BAL,WR,7.7,3.5,11.5,32.02,91,146,62.33,1008,6,4.3,4.6,-0.2
2021,Christian Kirk,AZ,WR,6,3.4,11.4,27.89,77,103,74.76,982,5,3.3,4.1,-0.8
2021,DK Metcalf,SEA,WR,6.3,2.6,12.7,36.71,75,129,58.14,967,12,4.6,2.9,1.6
2021,DeVonta Smith,PHI,WR,6.1,2.3,14.8,37.99,64,104,61.54,916,5,2.9,2.7,0.3
2021,Amon-Ra St. Brown,DET,WR,6.7,3.5,7.2,23.01,90,119,75.63,912,5,4.8,4.1,0.7
2021,George Kittle,NFC,TE,5.8,3.1,7.8,18.58,71,94,75.53,910,6,6.7,4.8,1.9
2021,A.J. Brown,TEN,WR,6.1,2.6,12,32.11,63,105,60,869,5,3.7,3.5,0.2
2021,Jakobi Meyers,NE,WR,5.4,2.8,9.6,28.49,83,126,65.87,866,2,3,3.2,-0.2
2021,Amari Cooper,DAL,WR,6.8,2.6,11.2,22.69,68,104,65.38,865,8,3.7,3.4,0.3
2021,A.J. Green,AZ,WR,6.1,2.5,12.4,26.94,54,92,58.7,848,3,4,3.5,0.5
2021,Chase Claypool,PIT,WR,5.1,2.4,11.3,27.25,59,105,56.19,848,2,5.4,4,1.4
2021,Marvin Jones,JAX,WR,6.1,2.5,12.8,32.6,73,120,60.83,832,4,1.8,2.6,-0.8
2021,Dallas Goedert,PHI,TE,6,3.6,8.2,15.46,56,76,73.68,830,4,7,5.4,1.7
2021,Tyler Boyd,CIN,WR,6.3,3.2,8,17.28,67,94,71.28,828,5,5.9,5.2,0.7
2021,Brandon Aiyuk,SF,WR,5.5,2.9,9.9,21.11,56,84,66.67,826,5,6.7,4.2,2.5
2021,Dalton Schultz,DAL,TE,5.4,3.5,6.9,13.98,78,104,75,808,8,4.7,4.4,0.2
2021,Van Jefferson,LAR,WR,6.1,2.5,13.6,23.72,50,89,56.18,802,6,4.7,4.6,0
2021,Rob Gronkowski,TB,TE,4.8,3.4,9.7,15.13,55,89,61.8,802,6,6.9,5.8,1.2
2021,Kendrick Bourne,NE,WR,6.4,3.3,8.5,14,55,70,78.57,800,5,7.1,4.4,2.7
2021,Mike Gesicki,MIA,TE,6.5,2.8,8.7,22.54,73,112,65.18,780,2,3.5,3.9,-0.4
2021,Courtland Sutton,DEN,WR,5.2,2.5,15.4,34.49,58,98,59.18,776,2,2.5,3,-0.5
2021,Russell Gage,ATL,WR,6.1,3.1,9.4,21.9,66,94,70.21,771,4,4.1,3.7,0.4
2021,Zach Ertz,AZ,TE,6,3.2,7.7,20.32,74,112,66.07,763,5,4.8,4.7,0.1
2021,Tim Patrick,DEN,WR,6,2.8,12,23.24,53,85,62.35,734,5,4.1,3.1,1.1
2021,Adam Thielen,MIN,WR,6.1,3.1,9.7,20.36,67,95,70.53,726,10,3.8,3.6,0.1
2021,Marquez Callaway,NO,WR,5.8,2.8,12.9,28.71,46,84,54.76,698,6,3.1,2.7,0.4
2021,Mecole Hardman,KC,WR,6.8,4.1,7.2,12.76,59,83,71.08,693,2,8.8,6.5,2.2
2021,Cole Beasley,BUF,WR,6.8,4,5.4,11.23,82,112,73.21,693,1,4,4.4,-0.5
2021,Noah Fant,DEN,TE,5.8,4.1,6,12.39,68,90,75.56,670,4,5,4.6,0.4
2021,Darren Waller,LV,TE,6.2,2.9,10,19.17,55,93,59.14,665,2,4.9,4.5,0.4
2021,K.J. Osborn,MIN,WR,5.6,2.8,10.5,18.92,50,82,60.98,655,7,3.9,3.4,0.5
2021,Quez Watkins,PHI,WR,6,3.4,12.3,18.85,43,62,69.35,647,1,6,4.2,1.8
2021,Emmanuel Sanders,BUF,WR,5.7,2.9,15,20.19,42,72,58.33,626,4,2.6,2.7,-0.1
2021,Laviska Shenault,JAX,WR,6.7,3.6,5.8,12.25,63,100,63,619,0,6.6,4.8,1.7
2021,Cole Kmet,CHI,TE,5.4,3.3,7.5,16.11,60,93,64.52,612,0,4.7,4.1,0.6
2021,Hunter Henry,NE,TE,5.7,2.7,9.9,17.52,50,75,66.67,603,9,3.4,3.7,-0.3
2021,Cedrick Wilson,DAL,WR,6.3,3.6,9.5,11.26,45,61,73.77,602,6,6.2,5,1.2
2021,Donovan Peoples-Jones,CLE,WR,5.7,2.1,15,21.27,34,58,58.62,597,3,4.9,3.6,1.3
2021,Tyler Conklin,MIN,TE,5.3,3.5,5.5,10.56,61,87,70.11,593,3,5.6,5.7,-0.1
2021,Dawson Knox,BUF,TE,5.3,4,7.2,9.5,49,71,69.01,587,9,6.1,5.3,0.8
2021,T.J. Hockenson,DET,TE,6.2,2.8,7.5,16.85,61,84,72.62,583,4,3.6,3.5,0
2021,Kalif Raymond,DET,WR,6.8,3.7,10,19.08,48,71,67.61,576,4,6,5.4,0.6
2021,DeAndre Hopkins,AZ,WR,5.3,2.8,12.6,19.16,42,64,65.63,572,8,3.5,2.9,0.5
2021,Deonte Harris,NO,WR,7.2,3.6,10.4,16.18,36,59,61.02,570,3,6.9,5.6,1.3
2021,Jarvis Landry,CLE,WR,6.1,3,8.3,17.63,52,87,59.77,570,2,5.3,4.8,0.4
2021,Byron Pringle,KC,WR,5.3,4.1,10.7,13.85,42,60,70,568,5,4.8,4,0.8
2021,Jared Cook,LAC,TE,5.9,2.8,8.7,14.32,48,83,57.83,564,4,5.3,4.7,0.6
2021,Tyler Higbee,LAR,TE,6,3.1,5.3,8.84,61,85,71.76,560,5,4.8,5.7,-0.9
2021,Bryan Edwards,LV,WR,5.1,2,14.1,16.83,33,58,56.9,559,3,6.2,3.6,2.5
2021,Robert Woods,LAR,WR,6.2,3.8,8.5,11.47,45,69,65.22,556,4,4.8,4.7,0
2021,Gabriel Davis,BUF,WR,5.3,2.6,14.1,16.59,35,63,55.56,549,6,4,3.6,0.4
2021,Zay Jones,LV,WR,7.1,3.3,13.9,19.93,47,70,67.14,546,1,3.9,2.7,1.2
2021,Antonio Brown,TB,WR,6.3,3.4,11.2,12.11,42,62,67.74,545,4,4.9,4.3,0.6
2021,Elijah Moore,NYJ,WR,5.9,3.4,11.9,21.45,43,77,55.84,538,5,5.1,4.7,0.4
2021,Odell Beckham,LAR,WR,6.3,2.6,13.2,26.42,44,82,53.66,537,5,3.7,3.7,0
2021,Kenny Golladay,NYG,WR,6,1.7,13.7,25.01,37,76,48.68,521,0,3.2,3.4,-0.2
2021,Robby Anderson,CAR,WR,7,2.8,10.9,27.87,53,110,48.18,519,5,2.9,3.5,-0.5
2021,Rashod Bateman,BAL,WR,6.9,2.7,9.2,11.88,46,68,67.65,515,1,3.9,3.1,0.7
2021,DeVante Parker,MIA,WR,5.2,1.7,11.8,20,40,73,54.79,515,2,3.2,2.6,0.6
2021,Allen Lazard,GB,WR,5.8,2.6,10.9,15.06,40,60,66.67,513,8,5.2,4.6,0.6
2021,Pat Freiermuth,PIT,TE,5.5,3.3,5.8,10.54,60,79,75.95,497,7,4.2,3.2,1
2021,C.J. Uzomah,CIN,TE,6.3,3.7,4.6,6.6,49,63,77.78,493,5,6.2,4.4,1.8
2021,Corey Davis,NYJ,WR,6.8,2.7,13.1,18.07,34,59,57.63,492,4,3.6,2.6,1
2021,Gerald Everett,SEA,TE,6.7,4.1,5.5,7.68,48,63,76.19,478,4,5.3,4.5,0.8
2021,Nick Westbrook-Ikhine,TEN,WR,5.3,2.7,10.4,15.01,38,57,66.67,476,4,4.2,4.2,0
2021,David Njoku,CLE,TE,4.7,3,8.4,10.83,36,53,67.92,475,4,7.2,6.1,1.1
2021,Nelson Agholor,NE,WR,4.8,2.5,14.5,21.95,37,64,57.81,473,3,2.8,3.1,-0.3
2021,Jerry Jeudy,DEN,WR,6.4,3.6,10.4,13.27,38,56,67.86,467,0,5.1,4,1
2021,Keelan Cole,NYJ,WR,5.6,2.7,13.7,16.29,28,51,54.9,449,1,3.2,2,1.2
2021,Jalen Guyton,LAC,WR,7,3.4,11,10.5,31,48,64.58,448,3,4.8,4,0.9
2021,Nico Collins,HOU,WR,5.3,2.4,11.3,17.51,33,60,55,448,1,3.7,3.4,0.3
2021,Jamison Crowder,NYJ,WR,6.4,3.4,6,9.94,51,71,71.83,447,2,3.4,3.3,0.1
2021,Michael Gallup,DAL,WR,5.3,2.4,11.9,14.35,35,62,56.45,445,2,3.8,3.4,0.5
2021,Rondale Moore,AZ,WR,8,5.7,1.1,1.69,54,64,84.38,435,1,8.4,6.8,1.5
2021,Laquon Treadwell,JAX,WR,5.6,2.9,12.3,13.31,33,51,64.71,434,1,3.8,3.1,0.6
2021,Julio Jones,TEN,WR,5.5,2.4,12.1,14.71,31,48,64.58,434,1,3.9,2.9,1
2021,Marquez Valdes-Scantling,GB,WR,5.9,2.4,17.1,21.64,26,55,47.27,430,3,6,5.1,0.9
2021,Kadarius Toney,NYG,WR,7.1,3.4,6.7,9.17,39,57,68.42,420,0,6.1,4.5,1.6
2021,Allen Robinson,CHI,WR,7.1,1.9,11.3,17.29,38,66,57.58,410,1,2.6,3,-0.3
2021,Braxton Berrios,NYJ,WR,6.6,4.1,4.7,7.2,46,65,70.77,409,2,5.6,5.1,0.5
2021,Evan Engram,NYG,TE,6.3,3.4,5.1,9,46,73,63.01,408,3,4.4,4.6,-0.2
2021,Dan Arnold,JAX,TE,5.8,3.4,6.6,7.99,35,52,67.31,408,0,5.6,4.8,0.9
2021,Olamide Zaccheaus,ATL,WR,6.5,2.5,9.7,12.65,31,53,58.49,406,3,3.1,2.6,0.4
2021,Josh Reynolds,DET,WR,5.9,2.7,13.8,17.14,29,49,59.18,396,2,4.1,3.2,0.9
2021,Sammy Watkins,BAL,WR,5.9,3.1,12.7,11.82,27,49,55.1,394,1,4.5,3.9,0.6
2021,Zach Pascal,IND,WR,6.1,3.2,9.4,16.25,38,69,55.07,384,3,3.3,3.4,-0.1
2021,Adam Humphries,WAS,WR,6.7,3.2,7.1,10.6,41,62,66.13,383,0,3.9,4.3,-0.4
2021,Tre'Quan Smith,NO,WR,6.6,2.4,9.9,13.15,32,50,64,377,3,3.7,2.8,0.9
2021,Sterling Shepard,NYG,WR,7.7,2.6,7.9,10.12,36,53,67.92,366,1,3.3,3.5,-0.3
2021,Tyler Johnson,TB,WR,5.9,2.9,8,7.7,36,55,65.45,360,0,4.1,3.4,0.7
2021,Josh Palmer,LAC,WR,5.3,2.5,10.1,9.86,33,49,67.35,353,4,3,3,0
2021,Austin Hooper,CLE,TE,4.6,2.8,5.4,8.07,38,61,62.3,345,3,5.2,4.8,0.4
2021,Darius Slayton,NYG,WR,6.8,3,13.4,18.7,26,58,44.83,339,2,2.6,3,-0.4
2021,Mo Alie-Cox,IND,TE,5.3,3.4,10.3,11.65,24,45,53.33,316,4,6.5,4.8,1.7
2021,Jalen Reagor,PHI,WR,6.7,2.9,10.1,14.13,33,57,57.89,299,2,4.4,4.8,-0.4
2021,Jonnu Smith,NE,TE,5.4,4,5.3,5.6,28,45,62.22,294,1,8.7,6.7,2
2021,Calvin Ridley,ATL,WR,5.9,3,9.9,12.73,31,52,59.62,281,2,3.1,3.5,-0.4
2021,Ray-Ray McCloud,PIT,WR,5.5,3.1,6.2,9.37,39,66,59.09,277,0,3.1,3.3,-0.2
2021,Rashard Higgins,CLE,WR,6.3,2.8,11.7,13.41,24,47,51.06,275,1,1.8,2.2,-0.5
2021,Devin Duvernay,AFC,WR,7.9,3.7,6.9,6.16,33,47,70.21,272,2,4.5,4.7,-0.2
2021,Ricky Seals-Jones,WAS,TE,6.5,3.5,6.4,7.48,30,49,61.22,271,2,4.9,4.7,0.2
2021,Cameron Brate,TB,TE,6.8,2.6,7.7,7.64,30,57,52.63,245,4,2.9,3.6,-0.7
2020,Stefon Diggs,BUF,WR,5.5,3,10.2,33.54,127,166,76.51,1535,8,3.7,3.5,0.1
2020,Travis Kelce,KC,TE,5.4,3,8.7,25.28,105,145,72.41,1416,11,5.8,4.9,1
2020,DeAndre Hopkins,AZ,WR,6.3,3.1,9,33.21,115,160,71.88,1407,6,4.7,3.6,1.1
2020,Justin Jefferson,MIN,WR,5.8,2.6,11.5,35.61,88,125,70.4,1400,7,5.3,3.4,1.9
2020,Calvin Ridley,ATL,WR,6.1,2.9,14.9,38.89,90,143,62.94,1374,9,3.1,3,0
2020,Davante Adams,GB,WR,5,3.2,9.1,33.47,115,149,77.18,1374,18,5.3,5.2,0.1
2020,DK Metcalf,SEA,WR,5.4,2.6,13.6,38.01,83,129,64.34,1303,10,4.7,3.2,1.5
2020,Tyreek Hill,KC,WR,5.6,3.4,13.2,35.59,87,135,64.44,1276,15,5.2,4.2,1
2020,Allen Robinson,CHI,WR,5.6,2.3,9.5,30.5,102,151,67.55,1250,6,3.6,3.3,0.4
2020,Darren Waller,LV,TE,5.8,3,7.9,26.33,107,145,73.79,1196,9,5.7,4.9,0.8
2020,D.J. Moore,CAR,WR,6,2.5,13.4,39.57,66,118,55.93,1193,4,6.1,4.3,1.8
2020,Brandin Cooks,HOU,WR,6.7,3,12,30.35,81,119,68.07,1143,6,4.3,3.7,0.6
2020,Terry McLaurin,WAS,WR,5.2,2.8,9.6,35.63,87,134,64.93,1118,4,5.8,4.1,1.7
2020,Amari Cooper,DAL,WR,6.6,2.5,9.1,25.38,92,130,70.77,1114,5,4.6,3.7,0.9
2020,Robby Anderson,CAR,WR,6.4,2.9,9.6,32.64,95,136,69.85,1093,3,5.5,4.8,0.7
2020,A.J. Brown,TEN,WR,5.4,2.4,11.3,30.6,70,106,66.04,1075,11,6.2,3.7,2.5
2020,Tyler Lockett,SEA,WR,6.2,3.4,10,28.61,100,132,75.76,1054,10,3.5,4,-0.6
2020,Mike Evans,TB,WR,5.2,2.8,12.8,24.84,70,109,64.22,1006,13,3.8,3.6,0.2
2020,Keenan Allen,LAC,WR,5.7,2.9,7.2,22.63,100,147,68.03,992,8,4.7,4.6,0
2020,Corey Davis,TEN,WR,6.8,2.4,12.3,28.84,65,92,70.65,984,5,4.5,4,0.5
2020,Marvin Jones,DET,WR,6.7,2.5,12.9,29.75,76,115,66.09,978,9,2.8,2.5,0.3
2020,Cooper Kupp,LAR,WR,6.3,3.2,6.3,20.57,92,124,74.19,974,3,5.8,4.4,1.4
2020,Cole Beasley,BUF,WR,6.2,3.5,7.9,16.62,82,107,76.64,967,4,4.5,4.7,-0.2
2020,Robert Woods,LAR,WR,6.9,3.4,7.1,23.93,90,129,69.77,936,6,5.7,5.7,0
2020,CeeDee Lamb,DAL,WR,5.9,3,9.4,22.3,74,111,66.67,935,5,4.6,4.6,-0.1
2020,Adam Thielen,MIN,WR,6.2,2.7,12.1,32.47,74,108,68.52,925,14,3.2,2.9,0.3
2020,Diontae Johnson,PIT,WR,5.4,3.2,8.1,24.43,88,144,61.11,923,7,4.6,4.3,0.3
2020,Tee Higgins,CIN,WR,6.4,2.5,12,27.29,67,108,62.04,908,6,4.6,3.2,1.4
2020,Nelson Agholor,LV,WR,5.2,2.4,15.3,28.97,48,82,58.54,896,8,5.3,4.2,1.1
2020,Will Fuller,HOU,WR,5.1,3,12.5,19.95,53,75,70.67,879,8,5.9,5,0.9
2020,Chase Claypool,PIT,WR,5.7,2.5,13.3,30.56,62,109,56.88,859,9,5.2,3.4,1.8
2020,Jerry Jeudy,DEN,WR,5.1,2.7,13.9,31.15,52,113,46.02,856,3,5.5,4.1,1.4
2020,Curtis Samuel,CAR,WR,6.8,3.5,7.1,17.13,77,97,79.38,851,3,4.6,4.8,-0.2
2020,Michael Gallup,DAL,WR,5.6,2.7,12.1,27.28,59,105,56.19,843,5,4.5,3.3,1.2
2020,Tyler Boyd,CIN,WR,5.9,2.7,8.6,19.89,79,110,71.82,841,4,4.8,3.6,1.2
2020,Chris Godwin,TB,WR,6.4,3,9.8,14.69,65,84,77.38,840,7,4.8,3.7,1.1
2020,Jarvis Landry,CLE,WR,6.3,3.2,8.8,21.15,72,101,71.29,840,3,4.9,4.2,0.7
